fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221118 123919	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	383	1	1	1	0.1	50	0.5	FALSE	309367	0.14132788282081	0.777914421593025	0.637594276092912	4.22694073603977	0.0217286789292732	18501	44758000	99
20221118 124103	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	183	1	1	1	0.1	50	0.5	FALSE	309367	0.25838364486796	0.863069950927282	0.200471970753767	5.2379913478205	0.0215913351384506	17447	45986000	100
20221118 125238	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2842	1	1	1	0.1	50	0.5	FALSE	309367	0.0182514107313286	0.758207713417383	0.938084655722254	2.1242617797174	0.0211922362058331	17635	42730000	101
20221118 125529	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	0.1	50	0.5	FALSE	309367	0.216966142162924	0.700150149834808	0.911776904202951	8.19838936858065	0.0187488797136065	18552	43136000	102
20221118 125838	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	79	1	1	1	0.1	50	0.5	FALSE	309367	0.131884720074735	0.55905048265513	0.362381438416254	6.26950761941308	0.0167265325569575	20518	43284000	103
20221118 130105	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	0.1	50	0.5	FALSE	309367	0.243484368455166	0.412592907149205	0.283690228447225	9.07176113498863	0.0203311684466582	17497	41486000	104
20221118 130411	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	309367	0.186954678834274	0.374000977367442	0.65299706779893	8.98709329577396	0.0174270327623912	18713	41854000	105
20221118 130846	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	350	1	1	1	0.1	50	0.5	FALSE	309367	0.225720653842335	0.441694753835443	0.875408239381539	2.32007212061109	0.0213418838252702	17331	43578000	106
20221118 131104	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	309367	0.271840605699597	0.6074660522338	0.668551731022529	6.14780932019162	0.0228106761755674	17518	44884000	107
20221118 132106	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	457	1	1	1	0.1	50	0.5	FALSE	309367	0.107144267947773	0.831429721930856	0.876805096449971	9.40460222744546	9.33177878767021e-05	16291	45578000	108
20221118 132548	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	409	1	1	1	0.1	50	0.5	FALSE	309367	0.288797515919077	0.449907712145057	0.307158159612108	1.03496863144217	0.0321095731333203	17977	37486000	109
20221118 132921	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	202	1	1	1	0.1	50	0.5	FALSE	309367	0.0892752095460659	0.785597688470129	0.485828807550122	6.80957404504553	0.0180372365465435	18929	44462000	110
20221118 133526	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	152	1	1	1	0.1	50	0.5	FALSE	309367	0.165996898819561	0.384860291028768	0.623262811240705	10.9519115883522	0.000208575846838055	17197	42806000	111
20221118 134445	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	324	1	1	1	0.1	50	0.5	FALSE	309367	0.130874459213116	0.513947706915764	0.986088382923754	9.82706589997839	5.19870568193192e-05	20410	40140000	112
20221118 135023	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	160	1	1	1	0.1	50	0.5	FALSE	309367	0.103881753208892	0.442606247733906	0.456621360394626	10.1413885785888	0.00465776310173249	17234	44412000	113
20221118 135532	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	704	1	1	1	0.1	50	0.5	FALSE	309367	0.0323952921172627	0.893308041274734	0.352010919234867	4.9740690096668	0.0182526234094786	19401	44238000	114
20221118 135802	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	44	1	1	1	0.1	50	0.5	FALSE	309367	0.276559224811734	0.409732256268058	0.699974628930027	5.41276060080342	0.0194865851617785	18952	42976000	115
20221118 140129	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	102	1	1	1	0.1	50	0.5	FALSE	309367	0.1987228382527	0.434413477536617	0.818953472633986	6.66472264990932	0.0178514597200828	18519	44242000	116
