fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 080253	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3799	1	1	1	0.1	50	0.5	FALSE	309367	0.0072206164093794	0.610618053267949	0.231061584376163	11.7150884089273	7.99198450766139e-05	16665	41950000	46
20221119 080821	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	401	1	1	1	0.1	50	0.5	FALSE	309367	0.232296532865803	0.883657785235718	0.649085828251985	7.32825676057674	0.00137995685882501	17108	38824000	47
20221119 081720	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	153	1	1	1	0.1	50	0.5	FALSE	309367	0.063213916752144	0.865986203844286	0.531704868473799	11.4435586382973	0.00187696495608756	16990	41860000	48
20221119 082631	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	989	1	1	1	0.1	50	0.5	FALSE	309367	0.134251448010049	0.550328219071124	0.232556533505884	3.36326760303229	0.0223497599556137	18226	39628000	49
20221119 083933	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1301	1	1	1	0.1	50	0.5	FALSE	309367	0.0413659581784345	0.487588483370841	0.595138317803061	3.40869267075229	0.0208471676230512	18992	39616000	50
20221119 084224	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	303	1	1	1	0.1	50	0.5	FALSE	309367	0.0840320567654271	0.895767206591461	0.830440383152163	3.50646017027576	0.0203416630436111	19025	39950000	51
20221119 090338	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2598	1	1	1	0.1	50	0.5	FALSE	309367	0.0131151892453537	0.393767816753173	0.629642744058208	2.28076654169103	0.0216411572658672	17060	40360000	52
20221119 090748	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	517	1	1	1	0.1	50	0.5	FALSE	309367	0.0380511137008783	0.893779674310377	0.600191717207001	3.82495038426877	0.0191772550120714	19517	40006000	53
20221119 091939	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1363	1	1	1	0.1	50	0.5	FALSE	309367	0.114571539970684	0.464888648769027	0.391347257852694	3.09349039011099	0.0220590253728885	17682	40636000	54
20221119 092431	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	214	1	1	1	0.1	50	0.5	FALSE	309367	0.145834570426813	0.793201937552495	0.410512114021589	9.37148941941722	0.00210414778115168	16008	38944000	55
20221119 093218	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	409	1	1	1	0.1	50	0.5	FALSE	309367	0.121042367448101	0.82068673354676	0.977958676495973	8.58673800587794	0.000260124360730922	18926	38868000	56
20221119 093805	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	139	1	1	1	0.1	50	0.5	FALSE	309367	0.199918575704357	0.783030056497967	0.914186616894393	9.98830322055798	0.000145678277288979	18987	36346000	57
20221119 094026	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	0.1	50	0.5	FALSE	309367	0.218603880688649	0.787222488228371	0.735264969498024	4.35537475467986	0.0176717236862406	19468	39544000	58
20221119 094523	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	441	1	1	1	0.1	50	0.5	FALSE	309367	0.109968587925464	0.403641193107096	0.768170860891289	2.48475202945294	0.0231011989579158	16645	41990000	59
20221119 094649	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	26	1	1	1	0.1	50	0.5	FALSE	309367	0.275966630963994	0.658215056956234	0.124855538939487	8.36178088364052	0.0140206444617432	19734	36532000	60
20221119 102246	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1651	1	1	1	0.1	50	0.5	FALSE	309367	0.00500086237117672	0.549881417850676	0.181122551667062	11.9377234174529	0.00469856709846748	16892	42776000	61
20221119 102620	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	149	1	1	1	0.1	50	0.5	FALSE	309367	0.169967624118173	0.486030879310146	0.511911501188087	9.05828716015187	0.00406793326422652	16198	40404000	62
20221119 103139	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	925	1	1	1	0.1	50	0.5	FALSE	309367	0.0178639741760772	0.620497633383656	0.266895625603571	5.60971092423913	0.0183972043138779	18706	40748000	63
20221119 103338	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	0.1	50	0.5	FALSE	309367	0.177412112820136	0.458840687337052	0.118443537213525	5.71178590928204	0.0196672596978584	16942	41796000	64
